File ID,File Name,Run Metadata ID,Study Name,PDC Study ID,PDC Study Version,Study ID,Project Name,Data Category,File Type,Access,File Size (in bytes),Md5sum,Downloadable,File Download Link
ae9d11b8-4485-11ea-bf04-0ef15c86e253,20171027_LC_TMTB015_prot_F09_02.raw,Academia Sinica LUAD100-Proteome v2-21,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,1463846370,87db68a44f92e8b50617deb0b363b992,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20171027_LC_TMTB015_prot_F09_02.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=LxnZ7wcVt4cywiAc7mowsVY9lxB69qsbwrIroDMACt6aULQzzrNwID44lvOv6LywgM0J0VLPQ9XQ-5F60N-TsmnVllM0XvadmHbMb9XvJDPNoSfWRbwSIIZj1QYhNxjEqHBYiXSNsoQtLG3JknxJnZedHusuVtsqwQM3uuVNTgsdkgMAULxxgOzXPlRDQ5IeRhFi5yAYPutKL7Y0~mbJJ0s0ogVXbd~EQpU-uz6hQw8dozakXDwARAro9yHFUSZrZUJPY0MAUq4awSFnncVpCYjBs4PaE6uWRhVdS5a3dIDaaH0o5Wkgm1UFyvCMZQdrM9xEiy8rc35eOb~DmqdwWA__
aea0327a-4486-11ea-bf04-0ef15c86e253,20180112_LC_TMTB019_prot_F17_04.raw,Academia Sinica LUAD100-Proteome v2-26,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,1763047301,117288ec234a9a2b3a28414e0958f14f,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20180112_LC_TMTB019_prot_F17_04.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=I6oOnE4dWX8qbcwvzoJJ9BhbjMuc2gnDnGg1XZWJtZF3gqLe1TchCQj4jkqB-bMobCVu5Mt6m8aerJI9gMtBF-rpk751EeGRV0RoOILF3SYDK2uy0afe4JOvKeB~fLjXvjLi~wKxN7VN4KEe7T7kS2f7d7Wkk0ZId8okTFoel~mq78~bB1VTl8UQOLcUIDLhQqFkdK2jPv78XGiwCYHDFvrHs7HfyZeu~yR7IvWBDOvNgU-M3Y3IHjNERtq5jx1r52ITH4SkKMU4OxvU~TOpHsxAEtX5wtztJXomI0NgdOA1QvTCTpEN7Tk~X2m-IS67gVSv15n3CUp-zkpwoUKqKw__
aeb8180c-4484-11ea-bf04-0ef15c86e253,20170706_LC_TMTB012_prot_F01_02.raw,Academia Sinica LUAD100-Proteome v2-47,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,2661044488,e1ab092f2f73aa1b2364e399c387581c,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20170706_LC_TMTB012_prot_F01_02.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=dERNbrObti0INfaCxhFCOdEBo3~kTSuyO7XtSamoBdI8XwksgqJmIEqRgxK6L1YOZeiLgC66iRdbCjsSF0bymEG-GV1Me22ZM8v94CRgpVG4m1rNzaEDtDdUSPkN4PGzqtxnwXhNYBRWo0piQy0w8i28ZxNVZiwH~KUt~yy-TmM9G4H3TDeB7CUa15AeaIS3JZ3Ql3PWTZMsJ3t4hD2dE8eqSLZ02rVHcUo9urdbEzpuEBzAup5NJJFfXxgOXCL7x-SnjDz90l4F8PrzMiXviuAX25GSKyVXmoYenvSluIND9GvSJkHJI3NYJRLrYJEzraj3zzA5lMOgW7jtBTn~LA__
aecc2fe0-4484-11ea-bf04-0ef15c86e253,20170706_LC_TMTB012_prot_F02_01.raw,Academia Sinica LUAD100-Proteome v2-9,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,2648196410,9ca6617065e00fffc23fe0b4c45b15f9,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20170706_LC_TMTB012_prot_F02_01.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=X6F~n5s3sW5ywt6VJm4WtmJKeRc4oow4Tv9qK2JmGY5Nn6~MYNMCRoHUGKHCtL3P9ijNkRKMN1Lj9slrqwo~OfRadjJfgyaGvPoydKCHu8suP~TsmNv7r-sQYlNCNDJ7iO8XpWASawZ2DQQ78ozhv5o9Fi55aLPGtP1bdRl2tdx9yRykfKFO7vPwcDd4fGT0JQxiQoePjbQ3ltcPMyM3nnt9MQVtBfwePlbCX7oXsGYBKyN~YejwcbADlrj-XHxCQnvJi0kh52N6vCEWk8wIpCAz~nL2BK8tBfUfRinYW3Qezm8lI0v0Ms7GY35sTu5AfTS-JT22o0g8lzyVg94-Wg__
aef42e7e-4484-11ea-bf04-0ef15c86e253,20170706_LC_TMTB012_prot_F02_02.raw,Academia Sinica LUAD100-Proteome v2-47,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,2625749312,3b7ffa2e95567e331aa3dcd201d348b7,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20170706_LC_TMTB012_prot_F02_02.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=GUX~4Gb-rTX6M7oD4lFu7KdovIsKhsPKX7dfZ8yn7FJ2Oc81sOxsnyn-9JfzXQw2X8Cvb0pDBHFjXWE6AslfmKG-bPQP2XpbitwaOJxbeZC-4fi-ZL8DehWLsapo3SWYuCmdtmGBEZc0ZkzDIJZ1CnNH9Zu5fj6Rt8YqCC3eleDZft2G74bfFkO2hJZpujrX~GJAyfLFdNhQo25mPF6pCT-24soKEvFay42F~PVQyMkViHg9FYYA-jwMa9ZdhpPNvKXwO15kv6lEmT00zfTDj6h0RUI6CM3B~66pLq4wCpWXxcMgsXAhVXYp0Bq8A-mxk5HXmxVVegur8pQzlPe9EQ__
af5172b4-4488-11ea-bf04-0ef15c86e253,20180827_LC_TMT_Batch025_prot_F01_01.raw,Academia Sinica LUAD100-Proteome v2-20,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,1824680783,71edf61f481b909e648525cdae9b45f9,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20180827_LC_TMT_Batch025_prot_F01_01.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=FV6BQZOs1DjUGLEcWJPUDbXfjnj2g-w7MNQuk6PLEXz6~JyGETtvpr8lBfzFa6Tt1N8nawo9M7Yfv3tuPJRVUt-uWWmyMb3sWVzcdXdVuKMzTW4uHJ-Mu4YGgVkiWLTSOypH1IUnziCfSu9gkxgznG7A~yzIMRbUnCbXYytYNif1FvBecDhFbEWoohkZB9IBaS3j1Nmq8p5zyuNYlqkQiSeFIcuo-w513c88IRc4VI3G0DCDLh1Iu5WaFKetOfr9DNZiyypRuTIYVc2dMGZvcvWqI-spKzNu6cl85NrvWy0TOCRQ-zvj6PBieE4TBTPWFAkiizEL0-2lrW7uVQ6yIQ__
af7536ab-4484-11ea-bf04-0ef15c86e253,20170706_LC_TMTB012_prot_F03_01.raw,Academia Sinica LUAD100-Proteome v2-9,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,2574983952,90ea4ef9d88662f78a1249399b7c0d3c,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20170706_LC_TMTB012_prot_F03_01.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=ZM7yGeHYPLGAst4m8oyApAgh~dCkl9G6FCkuJd3ZijzVj3NQ97Q-0zCuXF3VARDA~U5qLmZvsQV1zjE6LjdlBPmKsNF6Hoz8MBuutesC1zNsEQ54AdoDndysq2pGWDbOcM8mqXf6Mo12VzcoVJAJOoRJ~78F8O-F9~UBQb7MPzNKTTwv5M8pXDVggcWg6uieObzZ8ojy~yEmplvkOf1Qd6br5awgg0KdQodr9UT5ddU8daQAJvoWq6Un6sMP5ab9Sb3uYT4waL9xsbCLfTkxSu1Wxww3ULLd4eR5nKY-CMVoyuxBEkDA~AwW70xML7Fx46Dh~YRbMET1uVbSIueFIw__
afe2fb1d-4488-11ea-bf04-0ef15c86e253,20180827_LC_TMT_Batch025_prot_F01_02.raw,Academia Sinica LUAD100-Proteome v2-36,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,1825633308,2dea581252448e84b630fb6c490961b0,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20180827_LC_TMT_Batch025_prot_F01_02.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=bjbW4HFF7np0rOQ17P~OToYcNP7vL-eVu~Sun~14d-KAns3RxJwMdDUArmn0FGAEXl4kLbvJHfrboNoe8zuE9Z94HAaspt1tpc~xoJKN4JyJ-HR8JxpD6UnIP6do0FPafS1M0yUevsngmpKQ-v18og2IBypS6gdmzD190pXY5WzjjLEDmfBbVyoQu-R8QtNobrhIdfbVKB3J7UHfou-b31hHjQthfi-0ch-fuXVrR6ERg5yEWoxt-uesZgp8GFXR6uVYnKYRjoix2-Ts55OBu3ShOZmCbN~Ty9hvwMfQSO~uHCUik37r-UpIV3USdS7G8-eAvYUoC0K-~t4J5MpS0g__
b008fd3c-4485-11ea-bf04-0ef15c86e253,20171027_LC_TMTB015_prot_F10_01.raw,Academia Sinica LUAD100-Proteome v2-12,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,1333939478,77ef753e0bdfb1cb75b6e0d9c0c3146b,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20171027_LC_TMTB015_prot_F10_01.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=gUVXmo9hEyD4Dy2Hn6QxbAVXmk-VjllB4N9vw8sFULq3ihJJJ0L~ZXH6WbgzP2znQqCUnKfzmxCfTn3Vhsl0O~MJG-Uo2hMTYW5HGzckUHupKyDmqzpA42tRxwqDd3YjpSrkb0QQ9x7~Ghy2FsN2yvZdoRNXCclxPOIVy5xtYHOIDdV176iAz9J8caV3d6~StRfxiVAuGDkvdlWT78-zF9h6DHNOW7ArBX7DVkfiJP3MaDY-y-bjathZ065evjn41hS0FYEJiqIWBItlAbxTnzuAfVH6iX~v0sC13JTFb5m1Wp5fqF1Yf~8qiMX4J9CgAiCXKk6LZzZv5003EzBfJw__
b0382ad6-4484-11ea-bf04-0ef15c86e253,20170706_LC_TMTB012_prot_F03_02.raw,Academia Sinica LUAD100-Proteome v2-47,Academia Sinica LUAD100-Proteome,PDC000219,2,9dc23e84-ebff-40b8-844b-5c41a3a7384b,Academia Sinica LUAD-100,Raw Mass Spectra,Proprietary,Open,2609663002,9a6fa8ec92b276b4830ebdda01262574,Yes,https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/71/51/20170706_LC_TMTB012_prot_F03_02.raw?Expires=1684750852&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=dd-EmsEUCbdxTB13xGlji-J8RpI-ApRedWJ6Qlt9qzphog131Bd0ze1HXTfVJZMKM4VIcjmThbs7-hOgt8vJjZ8bjWZh0s7MorjUvJMGDzadaRUwcayYBgQhXdacObtHDlkO1SR7Pd-UwmWIrfqP-rZprnm0fYJydwbxfWz86wfBzgAfkdCFIm8wcntLhVSAfEI7JEskGXXpTojJpE1Feelq-Ru3Ce58JLh0Ei3TCVXNPC~JsHF~xJ4b9Nc2m6SenaDTuEDeH~k-arWpv8ab-1hNGzdeVgDmd5pnuQDTMhQGGSdNuHKtIv0YBQLJHv5ZI-c1UVsWiTk0oeRXfQK0rA__
